Accession,Gene ID,Description,Taxonomy,Protein FDR Confidence: Combined,Missing values,Log10(S/N),# Unique Peptides,Log2(WT/Mock),p_WT/Mock,q_WT/Mock,Log2(ΔVif/Mock),p_ΔVif/Mock,q_ΔVif/Mock,Log2(WT/ΔVif),p_WT/ΔVif,q_WT/ΔVif,A_Mock,B_Mock,C_Mock,A_WT,B_WT,C_WT,A_ΔVif,B_ΔVif,C_ΔVif
Q00403,GTF2B,Transcription initiation factor IIB,Homo sapiens,High,0,4.26331881126166,14,-0.020890784014724,0.847512719053428,0.935390888562947,0.087303519437724,0.43505658965811,0.671248352379854,-0.108134828919867,0.336971199808547,0.999925600286854,1927.6,2049.6,2025.3,1767,2049.3,2114.7,1991.4,1987.1,2424.6
P29083,GTF2E1,General transcription factor IIE subunit 1,Homo sapiens,High,0,4.20384303163619,14,0.016298889785036,0.820016358709657,0.923082538698507,0.012416501175647,0.862394790165066,0.93604011902996,0.004092031704899,0.956621721458887,0.999925600286854,1834.7,1694.4,1766.5,1801.5,1831.5,1721.8,1739.6,1783,1816.8
P29084,GTF2E2,Transcription initiation factor IIE subunit beta,Homo sapiens,High,0,4.47656645120612,19,-0.025171967273337,0.744243136207188,0.889674623623898,-0.087715329472787,0.280619295269873,0.537203861749905,0.062162468985932,0.437402157344733,0.999925600286854,3268.3,3551.6,3428.1,3540.6,3318.8,3210.4,3073.9,3351.1,3218.9
P35269,GTF2F1,General transcription factor IIF subunit 1,Homo sapiens,High,0,4.49984235636527,20,-0.316532896157404,0.013058034619943,0.107432567336197,-0.507354083670294,0.000857318787488,0.019088908192285,0.190370836192995,0.095164210724829,0.999925600286854,4098.3,4242.6,4247.7,3402.3,3002.5,3740.8,2973.2,3206.4,2697.5
P13984,GTF2F2,General transcription factor IIF subunit 2,Homo sapiens,High,0,4.28863817205272,14,-0.372617502521864,0.00050902455699,0.014678265504016,-0.403944167213733,0.000289386703286,0.010346162826821,0.03169743671138,0.657767548721575,0.999925600286854,2542.5,2497.3,2647.9,2024.8,1894.1,2021.3,1978.3,1891.9,1939.3
P32780,GTF2H1,General transcription factor IIH subunit 1,Homo sapiens,High,0,4.36889094301746,19,0.184648921403694,0.055771384177652,0.243428944834963,0.184755989315536,0.056587145450307,0.225904623055231,0.000246026199473,0.992980258246308,0.999925600286854,2519.8,2334.5,2286.3,2893.2,2770.4,2467.8,2759.4,2635.7,2715.4
Q13888,GTF2H2,General transcription factor IIH subunit 2,Homo sapiens,High,0,3.91702210770315,12,0.047975175899453,0.552926478954602,0.786604033826463,0.041491777513923,0.611397206067363,0.79612551839872,0.006580137688992,0.930127739465296,0.999925600286854,929.8,879.9,885.5,924.2,875.9,990.1,971.3,877.1,927
Q13889,GTF2H3,General transcription factor IIH subunit 3,Homo sapiens,High,0,3.74998353030857,7,0.177084881965753,0.093829695080966,0.320852320465434,0.091392536561656,0.357680981173845,0.606682610366084,0.085483555418512,0.386770521952829,0.999925600286854,588.4,615.2,554.3,735.3,612.8,643.6,606.4,669.8,597.4
Q92759,GTF2H4,General transcription factor IIH subunit 4,Homo sapiens,High,0,3.77341340571452,6,0.127508404364265,0.307636007012052,0.594229443029507,0.059706960988481,0.623608043500524,0.804080448993858,0.067395850741962,0.579671848309037,0.999925600286854,676.6,630.4,583.5,739.2,673.1,651.7,747.8,671.2,561.4
Q6ZYL4,GTF2H5,General transcription factor IIH subunit 5,Homo sapiens,High,0,3.26035764163615,2,0.219257663722865,0.072927560730493,0.282263651522091,0.285303588682789,0.026812621167472,0.14452320634853,-0.066574438274227,0.549133522072582,0.999925600286854,198.4,166.3,173.9,230.4,212.3,184.8,205.8,221.8,227.5
P78347,GTF2I,General transcription factor II-I,Homo sapiens,High,0,4.80349808489347,46,-0.059209784773842,0.394792330649866,0.669404000012642,-0.042996302388936,0.533646947705805,0.748075375370188,-0.016596235722437,0.810478824511638,0.999925600286854,7338.1,7274.4,7091.9,7087.3,6756,6987.7,6891.3,7255.2,6924.1
Q92664,GTF3A,Transcription factor IIIA,Homo sapiens,High,0,3.96545100765156,12,-0.831381521263549,0.000145490177764,0.006954272355623,-1.01692824414092,3.22108248800686E-05,0.003038866507432,0.185087500167044,0.184173933731306,0.999925600286854,1426.3,1639.2,1418.3,900.4,728.9,897.8,859.4,669.1,695.9
Q12789,GTF3C1,General transcription factor 3C polypeptide 1,Homo sapiens,High,0,4.73794286246506,59,0.072168399888119,0.325118867921783,0.611670704562208,0.077478483836542,0.291070973273051,0.5456261091819,-0.005826907121981,0.937103150319729,0.999925600286854,5659.9,5905.4,6043.5,6017.6,6175.7,6311.8,6092.1,6053.8,6434.6
Q8WUA4,GTF3C2,General transcription factor 3C polypeptide 2,Homo sapiens,High,0,4.35688594116597,16,0.02501502045816,0.775404094204406,0.901282507770919,-0.051491136080227,0.564555724894172,0.769586488699007,0.076726906701181,0.395893250488394,0.999925600286854,2352.2,2702.2,2574.6,2591.7,2433.4,2735,2383.4,2598.5,2374
Q9Y5Q9,GTF3C3,General transcription factor 3C polypeptide 3,Homo sapiens,High,0,4.30733983496283,21,0.120371973744691,0.169994163416744,0.442729839280505,0.123944544822924,0.157184495492616,0.398282235049714,-0.003633813972642,0.959681057828882,0.999925600286854,1972.1,2248.8,2172.2,2300.8,2375.5,2261.1,2284.1,2222.4,2455.7
Q9UKN8,GTF3C4,General transcription factor 3C polypeptide 4,Homo sapiens,High,0,4.60390615627556,34,-0.028913140535545,0.70645174903202,0.870918129527742,-0.054718002080999,0.479861165987509,0.707405121498516,0.026187443733844,0.735376906970432,0.999925600286854,4569.3,4428.5,4646.7,4456.8,4174.4,4759.7,4423.6,4306.2,4405.2
Q9Y5Q8,GTF3C5,General transcription factor 3C polypeptide 5,Homo sapiens,High,0,4.44604761098863,20,-0.109383778854348,0.162268511980036,0.431424293489847,-0.139031522900361,0.087037706660994,0.288826454868221,0.029501604127674,0.697139236309887,0.999925600286854,3187.7,3199.4,3468.2,2929.2,3093.6,3104.9,3068.1,2896.9,2980.5
Q969F1,GTF3C6,General transcription factor 3C polypeptide 6,Homo sapiens,High,0,3.32062395505354,2,-0.244587805944719,0.086586543643763,0.306944236737968,-0.083468862418749,0.525092519482325,0.741282296765177,-0.160493045145477,0.236666742003415,0.999925600286854,257.3,253.5,237,184.1,233.4,216.7,220.2,212.9,277.2
O00178,GTPBP1,GTP-binding protein 1,Homo sapiens,High,0,4.39839144022947,21,-0.047979434257358,0.532751543609553,0.773959336974895,-0.018095183499586,0.81248420821545,0.911579830655001,-0.030018413674301,0.695191732148184,0.999925600286854,2926.5,2748,2793.5,2707.4,2586.7,2902.7,2782.8,2858.6,2719.8
A4D1E9,GTPBP10,GTP-binding protein 10,Homo sapiens,High,0,4.37666453702829,16,0.020311453115911,0.901960126491052,0.958525072753571,-0.094223979541303,0.569212963239452,0.771080873809658,0.11438841032332,0.491410405619156,0.999925600286854,2327.5,2788.1,2928.2,2394.9,2420.5,3418.6,2267.8,2466.3,2792.9
Q9BX10,GTPBP2,GTP-binding protein 2,Homo sapiens,High,0,3.97857307685235,15,-0.368975944574341,0.001833129895333,0.032902811080522,-0.449111228620451,0.000507753044025,0.01445206479676,0.08043433189691,0.361096029565947,0.999925600286854,1258,1353,1187.3,980.1,948.5,1009.5,934.3,983.9,864
Q969Y2,GTPBP3,"tRNA modification GTPase GTPBP3, mitochondrial",Homo sapiens,High,0,3.6517721305382,5,0.047608099704828,0.628176081145061,0.83167373681632,-0.034244535837462,0.724751244958467,0.863925628279344,0.08162317986478,0.410010955740902,0.999925600286854,501.7,498.5,487.5,536.2,519.6,482.8,548.2,468.7,441.9
Q9BZE4,GTPBP4,Nucleolar GTP-binding protein 1,Homo sapiens,High,0,4.84900949703852,34,-0.616022399109597,4.87341772681739E-05,0.003542289992344,-0.745488750028782,1.11627487151472E-05,0.001583489918544,0.129694445858008,0.151467661492764,0.999925600286854,10461.1,10460.8,10457.5,6713.8,6507.5,7279.3,5881.5,6073.4,6798.4
O43824,GTPBP6,Putative GTP-binding protein 6,Homo sapiens,High,0,4.26712947066788,16,-0.274448613355405,0.008921252325781,0.085564246679653,-0.221061795795793,0.025120647731459,0.139337141764163,-0.053423554954144,0.52904054537773,0.999925600286854,2325.4,2156.2,2409.5,1911.4,1790.7,1994,1899.1,1924.7,2087.2
Q8N3Z3,GTPBP8,GTP-binding protein 8,Homo sapiens,High,0,3.59356295225897,6,0.103705340193953,0.399816241594,0.673507727412225,-0.015496074822527,0.897808893884512,0.951926367898045,0.119445481660011,0.336430364492936,0.999925600286854,350.6,473.8,463.3,438.5,455.7,477.9,416.8,432.7,413.2
Q9NYZ3,GTSE1,G2 and S phase-expressed protein 1,Homo sapiens,High,0,3.98756348761074,9,-0.462054703525733,0.001450622972282,0.028040063826849,-0.347773717278396,0.007649297835304,0.071798905508534,-0.114087131636427,0.284914212301241,0.999925600286854,1231.5,1470.9,1175.7,892.7,1009.1,904,1032.6,978.6,1022.6
Q8WW33,GTSF1,Gametocyte-specific factor 1,Homo sapiens,High,0,3.75766927500688,4,-0.09139474394746,0.773730632151051,0.9008420584814,-0.345010607089037,0.295207107554838,0.549724012480374,0.253085101238507,0.435491233613871,0.999925600286854,524.7,936.5,636.9,642.1,786,512.3,544.1,782.1,358.9
Q96NT3,GUCD1,Protein GUCD1,Homo sapiens,High,0,2.13321945673249,1,-0.375781590248689,0.107004689029838,0.345486872253093,0.024673337827508,0.907954970304879,0.957171072747528,-0.39729518334472,0.088754536747608,0.999925600286854,14.5,18.1,15.7,9.6,12.2,16.2,14.2,14.9,20.5
Q8N442,GUF1,"Translation factor GUF1, mitochondrial",Homo sapiens,High,0,4.11651476579838,17,0.084931234911215,0.42158387882973,0.690857129552353,0.075410431314728,0.474986275058092,0.704723499873373,0.009637638415991,0.925035765826566,0.999925600286854,1493.1,1412.1,1291.9,1579.2,1325.3,1553.7,1594.1,1396.3,1431.5
Q16774,GUK1,Guanylate kinase,Homo sapiens,High,0,3.86036196698489,8,0.088424007813148,0.411422381392793,0.683467976072598,0.30306248877636,0.016347149961813,0.112307060052214,-0.214791286330441,0.06518996261587,0.999925600286854,709.3,733,752.3,738.3,821,774.7,796.1,896.5,1029.2
P08236,GUSB,Beta-glucuronidase,Homo sapiens,High,0,4.03066042990565,9,0.351279229046338,0.098623024545972,0.330061280246299,0.287775516210089,0.165997296079542,0.408262365497643,0.06402349681678,0.743281624786402,0.999925600286854,842.6,943.2,1303.2,1170,1215.8,1514.1,1070.4,1178.3,1493.9
Q4G148,GXYLT1,Glucoside xylosyltransferase 1,Homo sapiens,High,0,3.68422578106872,5,0.270781026863426,0.152062487889472,0.417412478460645,0.073698706977284,0.679258529060962,0.841858139044148,0.197023857861099,0.283561557104194,0.999925600286854,405,554.8,523.3,538.5,520.9,736,446.4,553,555.2
P46976,GYG1,Glycogenin-1,Homo sapiens,High,0,4.01930742107373,8,-0.740213598130119,0.000844379547696,0.020514690944717,-0.894326140298268,0.000230668584286,0.009056831244612,0.153872831432275,0.325797268579283,0.999925600286854,1297.7,1816.1,1801.2,901,913.3,1106.8,830.1,951.4,837
P04921,GYPC,Glycophorin-C,Homo sapiens,High,0,3.28053284445138,3,-0.221450146855775,0.710145072461347,0.872429936066147,0.115820591854038,0.845440909546835,0.928644036401201,-0.337655339369409,0.573495293954375,0.999925600286854,187.7,326.2,119,356,155.2,83.2,132.9,346,201.6
P13807,GYS1,"Glycogen [starch] synthase, muscle",Homo sapiens,High,0,4.1757610697616,19,0.295475571273235,0.056696793153959,0.244795432395221,0.420489516596374,0.012851084052512,0.097435589863658,-0.125057395865765,0.378485052328115,0.999925600286854,1509.8,1421.8,1262.5,1828.8,1872.1,1464,1978.1,2046.6,1604.9
Q9H116,GZF1,GDNF-inducible zinc finger protein 1,Homo sapiens,High,0,3.06524350118646,6,-0.431641459969025,0.007687412850958,0.078162769970141,-0.356815718876809,0.019530569465051,0.1236654848417,-0.074396607728461,0.567170445223412,0.999925600286854,162.1,165.5,133.3,107,115.8,117.8,113.6,107.3,139.7
P12544,GZMA,Granzyme A,Homo sapiens,High,0,4.11099688086003,7,1.23108028911645,0.003278738169878,0.046661006802714,1.20561277246926,0.003689162149033,0.046417998713518,0.024618698840364,0.93769651866694,0.999925600286854,526.7,719.2,1072.6,1630.1,2263.3,1421.9,1851,2207.3,1220
P10144,GZMB,Granzyme B,Homo sapiens,High,0,4.06917951834394,8,-0.066262691717547,0.924164325733412,0.970626372680362,-0.064623740241857,0.925572898866581,0.964334502393527,-0.002521713826055,0.998583997865106,0.999925600286854,1134.9,1495,893.2,1036.7,2262.2,563.5,958.6,2907.3,475.4
P20718,GZMH,Granzyme H,Homo sapiens,High,0,3.72751685777678,6,-0.423633873873847,0.348206423385928,0.632089885176313,-0.388107860228291,0.388306312275545,0.631266916166991,-0.036017490408323,0.93531706314844,0.999925600286854,457.2,436.3,1419.4,383,471,650.2,404,570.4,548.2
P49863,GZMK,Granzyme K,Homo sapiens,High,0,3.21341149458278,2,0.078030681628196,0.746935497569011,0.891114718003181,0.005685496975085,0.981243295370572,0.991579619061996,0.072396493595329,0.764650488964376,0.999925600286854,209.8,130.1,196.5,235.6,175.9,152.3,195.3,200.5,138.6
P51124,GZMM,Granzyme M,Homo sapiens,High,0,2.49401537475714,1,0.487258726549552,0.051723059921689,0.233300900749682,0.431302836831714,0.078830567616476,0.272851177562734,0.056273495890822,0.798193094737859,0.999925600286854,21.4,26.6,35.8,34.8,51,31.7,36.7,38.9,35
P07305,H1F0,Histone H1.0,Homo sapiens,High,0,4.04929556833272,7,0.349860141405534,0.137722300492017,0.396101705435482,0.369955309422397,0.119368543934709,0.340969907082092,-0.019779017922794,0.928167619103804,0.999925600286854,1003.9,1104.5,989.1,1054,1307.9,1647.6,968.9,1575,1551.1
Q92522,H1FX,Histone H1x,Homo sapiens,High,0,4.48407622692469,17,-0.098305435207639,0.587107306186191,0.809089432451826,-0.114657566898295,0.52463129084836,0.740869011401947,0.017134651647433,0.92337808505848,0.999925600286854,3733.9,3026.3,3870.5,2852.5,2989.8,4186.9,2812.6,3306.2,3705.6
Q9BTM1,H2AFJ,Histone H2A.J,Homo sapiens,High,0,2.55351894014897,1,0.431295560374617,0.266882528540512,0.556743794713899,0.424269713208212,0.271737993506101,0.528310723349494,0.005050131530696,0.990011845525027,0.999925600286854,36.8,21.9,36.8,47.4,59.4,25.7,61.2,32.8,35.7
P16104,H2AFX,Histone H2AX,Homo sapiens,High,0,4.71825166922938,7,0.231075789414656,0.025649315630393,0.157752259419095,0.095306937071739,0.297028203915446,0.551596928512742,0.135672802988918,0.149303939409766,0.999925600286854,5454.7,5564.7,5093.8,6349.4,5788.5,6804.8,5485,5707,6022
O75367,H2AFY,Core histone macro-H2A.1,Homo sapiens,High,0,4.72419473909174,22,0.217847373564805,0.0227460997338,0.147133452583613,0.132500563861078,0.127917702417643,0.354147695291889,0.084926221401169,0.307762942041207,0.999925600286854,5560.8,5493.3,5198.6,6616,6053.1,6236.6,5998.9,6282.9,5549.9
Q9P0M6,H2AFY2,Core histone macro-H2A.2,Homo sapiens,High,0,3.80077891961241,9,0.683856160756784,0.25082891427947,0.539242312658992,0.783431973934198,0.193113709409847,0.442646618258953,-0.100314073368685,0.860801191396511,0.999925600286854,318.1,357.8,709.8,438.3,607.8,1255.4,460.5,551.7,1621.5
P0C0S5,H2AFZ,Histone H2A.Z,Homo sapiens,High,0,4.62371332388697,5,0.244686535208657,0.046078216815686,0.219058333456192,0.142506464193933,0.208801473751476,0.462148794066245,0.101785821570742,0.358253183945762,0.999925600286854,4214.4,4472,4076.5,5620.7,4494,5055.1,5050.4,4794.6,4267.2
P84243,H3F3A,Histone H3.3,Homo sapiens,High,0,4.81635201439517,3,0.179274550843905,0.158978255543388,0.427196886460797,0.230759043786929,0.079951261485543,0.274461883202714,-0.051195961942405,0.669009631390349,0.999925600286854,6916.4,6324.2,6523.7,7328.3,7076.7,7988.7,8801,6509.3,8048.4
O95479,H6PD,GDH/6PGL endoplasmic bifunctional protein,Homo sapiens,High,0,4.18451540653656,18,0.531005519687227,0.005624865104985,0.065178772856839,0.646423278339279,0.00177361500133,0.029376542253664,-0.115342535432811,0.448834986891628,0.999925600286854,1118.7,1174.4,1536.9,1783.2,1774.5,1926.5,1859.8,1778.1,2341.7
Q5JVS0,HABP4,Intracellular hyaluronan-binding protein 4,Homo sapiens,High,0,3.18946223945766,4,0.091840624645987,0.624866262092214,0.829636633178584,0.095406661863482,0.61320387153695,0.797100782630147,-0.003066581334109,0.986501749427035,0.999925600286854,150.5,170.2,168.4,154,167.9,202.1,140.8,161.1,231.9
Q6Y1H2,HACD2,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2,Homo sapiens,High,0,3.86105026416552,5,0.247126802281278,0.044197476711771,0.213346217167961,0.068672568341641,0.529985679011813,0.745199687755219,0.17865522605682,0.124756319210345,0.999925600286854,732.7,664.1,854.4,908.8,831.9,919.4,820.6,736.2,793.8
Q9P035,HACD3,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3,Homo sapiens,High,0,3.72544606732436,6,0.094586658173813,0.249139986492243,0.537883331065321,0.158331015970325,0.070844470768206,0.257257275147141,-0.063513192665764,0.43176877868746,0.999925600286854,560.4,539.7,568.1,590.7,580,611,590.1,601.7,672.6
Q5VWC8,HACD4,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 4,Homo sapiens,High,0,3.03925544380649,1,0.757910389191129,0.002123911988728,0.035853754205111,0.493661076945163,0.020894234663673,0.128301717758734,0.263407362742728,0.16743478119808,0.999925600286854,66.9,102.1,100.9,134.9,141.6,174.3,126.9,133.1,113.9
Q8IYU2,HACE1,E3 ubiquitin-protein ligase HACE1,Homo sapiens,High,0,3.3372994914068,5,0.202926808302099,0.121123748014306,0.371178872399242,0.177436943654083,0.168305526431301,0.412095519199135,0.025384022640725,0.834287718849139,0.999925600286854,219,216.6,224.6,216.5,289.6,259.1,223.5,269.3,256
Q9UJ83,HACL1,2-hydroxyacyl-CoA lyase 1,Homo sapiens,High,0,4.06673579535093,13,0.161988237817979,0.251166491578179,0.539836093213608,0.212569522357993,0.142578166770395,0.376569062085773,-0.050459520191326,0.710572753649955,0.999925600286854,1313.3,1070.3,1170,1519.1,1154.2,1313.8,1533.1,1227.2,1360
Q16836,HADH,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",Homo sapiens,High,0,4.58593424707157,17,0.331027741345396,0.018326754632602,0.130724904293375,0.271648242663899,0.042234375341417,0.189241631489806,0.059030549522602,0.615681082793536,0.999925600286854,3538,3331,4285.9,5106.4,4625.6,4256.1,4591.3,4203.1,4604.6
P40939,HADHA,"Trifunctional enzyme subunit alpha, mitochondrial",Homo sapiens,High,0,4.98633453343724,39,0.19604085574256,0.042642331263806,0.208465421104076,0.185714012866239,0.05252017355995,0.21596876894364,0.010912479891447,0.89983196188003,0.999925600286854,9388.2,9429.5,10724.1,11230.4,10757.8,11822.3,10903.6,10995.6,11650.9
P55084,HADHB,"Trifunctional enzyme subunit beta, mitochondrial",Homo sapiens,High,0,4.65392513684182,22,0.129886659891162,0.195037557396775,0.475694763534285,0.187212605245424,0.075368117542459,0.265357323373068,-0.057059998507864,0.553391055045976,0.999925600286854,4745.4,4411.7,4770.4,4865.8,4789.1,5617.3,5018.2,5128.5,5727.5
Q16775,HAGH,"Hydroxyacylglutathione hydrolase, mitochondrial",Homo sapiens,High,0,4.14706695733995,12,0.275569497778117,0.110594504992104,0.352931303122481,0.244655574286085,0.150649950955723,0.388851647301017,0.030739980803478,0.845531950063725,0.999925600286854,1155.4,1288.6,1720.2,1623.8,1904.8,1469.3,1727.4,1585.1,1555.7
Q96S86,HAPLN3,Hyaluronan and proteoglycan link protein 3,Homo sapiens,High,0,3.11607617172861,3,0.245676860633317,0.041792794316326,0.206963753385184,0.314088319278193,0.014392526319166,0.104786646504193,-0.068182000513373,0.522441472324263,0.999925600286854,122.6,128.4,129.2,167,153.4,132.3,159.2,169.3,145
P49590,HARS2,"Probable histidine--tRNA ligase, mitochondrial",Homo sapiens,High,0,4.15258490905204,12,0.048045944463255,0.656380740005785,0.846709974824124,0.127897550538156,0.248331863863383,0.506042340750336,-0.080334146785158,0.457678691181816,0.999925600286854,1520.8,1582.1,1435,1521.1,1636.4,1531.4,1450.4,1648.6,1883.9
O14929,HAT1,Histone acetyltransferase type B catalytic subunit,Homo sapiens,High,0,4.34611228514869,10,-0.008446376885694,0.927307645081017,0.971624380838677,0.048399345926676,0.598835623769593,0.787475852486132,-0.056393959523604,0.538784924954467,0.999925600286854,2543.5,2316.3,2462.2,2437.7,2609,2241.7,2711.4,2380.6,2485.3
Q96CS2,HAUS1,HAUS augmin-like complex subunit 1,Homo sapiens,High,0,4.19882197760321,15,0.100056922386886,0.326777927930854,0.61256262854236,-0.028896552206183,0.771870412612672,0.889692623388826,0.129212501468465,0.214881546291134,0.999925600286854,1539.5,1883,1764.4,1755.6,1876.7,1912.9,1631.5,1822.9,1619.5
Q9NVX0,HAUS2,HAUS augmin-like complex subunit 2,Homo sapiens,High,0,4.20371264060771,9,-0.07378765494986,0.622540010199413,0.829636633178584,-0.307556191529501,0.064866251617249,0.244429598532006,0.233161318007723,0.144408247013708,0.999925600286854,1654.9,2110.3,2030.6,1773.6,1951.1,1756.3,1576.4,1846.8,1285
Q68CZ6,HAUS3,HAUS augmin-like complex subunit 3,Homo sapiens,High,0,4.22118464013906,22,-0.046405467574696,0.723432359435638,0.880147683114738,0.108447401110224,0.420825446449057,0.661039435884882,-0.154824016817904,0.258128883099383,0.999925600286854,1874.9,1899.2,1674.2,1522.3,1844.4,1925.9,1687.8,2002.9,2209.6
Q9H6D7,HAUS4,HAUS augmin-like complex subunit 4,Homo sapiens,High,0,4.1621191310313,18,0.063807230592977,0.482095657923466,0.738681413142315,0.049660497977832,0.58142366930508,0.777923000227828,0.014362244019886,0.875173129444652,0.999925600286854,1440,1684.7,1595,1578.9,1743.8,1604.4,1544.8,1694.4,1639.1
O94927,HAUS5,HAUS augmin-like complex subunit 5,Homo sapiens,High,0,3.93927957574614,17,0.004322492615624,0.96567302339264,0.987891082817833,0.056009178922942,0.571206619534649,0.77187614003061,-0.051869843326439,0.600005613648203,0.999925600286854,925.9,989.1,938.9,881.5,1068.9,920.6,919,998.3,1053
Q7Z4H7,HAUS6,HAUS augmin-like complex subunit 6,Homo sapiens,High,0,4.38987809785889,32,-0.187990570530848,0.078171594201727,0.291341683103775,-0.165220350938373,0.115806825895477,0.335112826267881,-0.023082536171069,0.808443959126404,0.999925600286854,2796.5,3175.2,2887.8,2472.9,2720.3,2573.9,2468.3,2934.5,2510.8
Q99871,HAUS7,HAUS augmin-like complex subunit 7,Homo sapiens,High,0,3.90853863217196,10,-0.073722984091474,0.598967353908367,0.815745421311666,-0.093247894166312,0.508816104186999,0.729008523418483,0.019108304176622,0.889337254780865,0.999925600286854,831.1,1059.5,915.1,877.7,999.7,787.6,759.1,966.3,904.9
Q9BT25,HAUS8,HAUS augmin-like complex subunit 8,Homo sapiens,High,0,3.8428026323056,7,0.053602272971043,0.634074339174621,0.835204501482913,-0.086382728341058,0.450398458797568,0.684667996100052,0.14054163707064,0.23264326665759,0.999925600286854,708.3,855.7,773.2,774.1,808.5,837.6,690,840.5,675.2
O00165,HAX1,HCLS1-associated protein X-1,Homo sapiens,High,0,3.96366979650316,8,-0.398047602669249,0.00911950845586,0.086803113494897,-0.289339525252467,0.039068311084273,0.181082365839485,-0.109154975594072,0.384360153019096,0.999925600286854,1313.6,1112.1,1140.5,812.6,917.2,976.3,931.5,879.7,1114
P69891,HBG1,Hemoglobin subunit gamma-1,Homo sapiens,High,0,3.84275273275716,2,-0.521967891563811,0.213908936522855,0.497179993847387,-0.357922747208439,0.382415991776754,0.627751183464085,-0.164282817263041,0.683599815519483,0.999925600286854,1046.8,617.3,1097.9,421.3,627.9,906,590.9,489.9,1164.3
Q9Y450,HBS1L,HBS1-like protein,Homo sapiens,High,0,4.61705278897821,37,0.027009403983167,0.766977325972205,0.899528681414261,0.019012753399864,0.838304484406973,0.924927310541967,0.008487184675647,0.926078184903946,0.999925600286854,4302.4,5022.3,4342.9,4540.6,4806.8,4554,4624.3,4925.9,4285.8
Q9Y450-2,HBS1L,Isoform 2 of HBS1-like protein,Homo sapiens,High,0,3.22932340789618,4,-0.1204281194007,0.807376165399161,0.917951256013101,-0.744927730507892,0.156675741803612,0.397910236547146,0.624369076662857,0.227217494050942,0.999925600286854,218.2,158.9,263.6,215.9,339.9,96.9,140,188.7,73.5
P53701,HCCS,Cytochrome c-type heme lyase,Homo sapiens,High,0,3.99173983454721,10,0.007567249318656,0.935153896282185,0.974800229033166,0.126567360249444,0.164152488274573,0.407249271809441,-0.119396343870855,0.186034298565192,0.999925600286854,1098.4,1046.6,1021.5,1021.3,1084.2,1076,1113.1,1082.5,1268
P51610,HCFC1,Host cell factor 1,Homo sapiens,High,0,4.70955233022015,40,0.014138506062126,0.875088670665227,0.946680074161001,-0.046139522778053,0.603012467948887,0.791094071540939,0.059967838932503,0.501372855052518,0.999925600286854,6015.2,5779.3,5405,5990.6,5604.1,5760.3,5648.9,5956.6,5073.3
Q9Y5Z7,HCFC2,Host cell factor 2,Homo sapiens,High,0,4.07927895131462,16,-0.014607743799427,0.923210456883863,0.969972042562845,-0.052567847228017,0.725968336359999,0.864839438846607,0.037882599500461,0.798809870096453,0.999925600286854,1170.3,1469.6,1419.2,1097.6,1404.6,1536.5,1172.2,1350.4,1382.3
P14317,HCLS1,Hematopoietic lineage cell-specific protein,Homo sapiens,High,0,4.76258629447695,25,0.041758810946248,0.661431865204148,0.847507758518427,0.084340929614822,0.386992493731467,0.630481510471982,-0.042302566624706,0.658448636263811,0.999925600286854,5847,6340.6,6538.1,6334.3,7007.7,5958.6,6144.1,6693.1,7024.2
Q13547,HDAC1,Histone deacetylase 1,Homo sapiens,High,0,4.69324227318978,18,-0.005583178448425,0.94174224197827,0.977624416055727,-0.021983699391281,0.783306079360946,0.894897026774954,0.0163105674188,0.839678991525027,0.999925600286854,5060.5,5752.1,5759.2,5413.8,5508,5554.2,5327.8,5336.5,5632.8
Q969S8,HDAC10,Histone deacetylase 10,Homo sapiens,High,0,2.80848105656595,3,0.30287434567896,0.26044429471521,0.549438131930983,0.258843410154347,0.329859774044946,0.580967850108545,0.043658278368301,0.867534549526539,0.999925600286854,48.4,54.6,87.2,78.3,89.8,61.4,92.4,59.5,71.8
Q92769,HDAC2,Histone deacetylase 2,Homo sapiens,High,0,4.22398369662377,10,-0.119081239468342,0.378242308066018,0.656530708395624,-0.090401677326806,0.49810429585401,0.72183675762663,-0.02853439861876,0.829727446827256,0.999925600286854,2034.5,2234.3,1614.8,1743.3,1842.9,1784.9,1942.3,1925.1,1626.7
O15379,HDAC3,Histone deacetylase 3,Homo sapiens,High,0,3.79460653781588,9,0.072669377379547,0.382786417659806,0.659434621499813,0.150458786836181,0.092152756000377,0.298130463914134,-0.077622347578987,0.356077676105262,0.999925600286854,629.7,706.8,635.5,662.9,678.2,732.3,732.4,747.1,706.8
P56524,HDAC4,Histone deacetylase 4,Homo sapiens,High,0,3.90030156982445,15,0.426041549139668,0.001799878946504,0.032505000686864,0.41157820749597,0.00221517446765,0.034060243781431,0.014046420917989,0.886321582556215,0.999925600286854,705.2,663,798.5,1014.1,988.1,902.9,1027.7,932.1,917.2
Q9UBN7,HDAC6,Histone deacetylase 6,Homo sapiens,High,0,4.02148286562019,11,0.078012755279372,0.515031105016137,0.763990313478989,-0.067477363506041,0.573854476603505,0.773364279811569,0.145182682841755,0.239597580331008,0.999925600286854,1270.7,1001,1226.7,1282.9,1187.2,1205.8,1221.3,990.4,1121.1
